"ID","CNword","BH"
11063,"楚",13
11064,"楜",13
11065,"楝",13
11066,"楞",13
11067,"楟",13
11068,"楠",13
11069,"楡",13
11070,"楢",13
11071,"楣",13
11072,"楤",13
11073,"楥",13
11074,"楦",13
11075,"楨",13
11076,"楩",13
11077,"楪",13
11078,"楫",13
11079,"楬",13
11080,"業",13
11081,"楯",13
11082,"楱",13
11083,"楲",13
11084,"楳",13
11085,"楴",13
11086,"楶",13
11087,"楷",13
11088,"楸",13
11089,"楹",13
11090,"楺",13
11091,"楻",13
11092,"楼",13
11093,"楽",13
11094,"楾",13
11095,"楿",13
11096,"榀",13
11097,"榁",13
11098,"概",13
11099,"榃",13
11100,"榄",13
11101,"榅",13
11102,"榆",13
11103,"榇",13
11104,"榈",13
11105,"榉",13
11106,"榊",13
11107,"榋",13
11108,"榌",13
11109,"榘",13
11110,"榙",13
11111,"榳",13
11112,"榵",13
11113,"榾",13
11114,"槆",13
11115,"槌",13
11116,"槎",13
11117,"槐",13
11118,"歀",13
11119,"歁",13
11120,"歂",13
11121,"歃",13
11122,"歅",13
11123,"歆",13
11124,"歇",13
11125,"歈",13
11126,"歌",13
11127,"歱",13
11128,"歲",13
11129,"歳",13
11130,"殜",13
11131,"殟",13
11132,"殾",13
11133,"殿",13
11134,"毀",13
11135,"毁",13
11136,"毂",13
11137,"毷",13
11138,"毸",13
11139,"毹",13
11140,"毺",13
11141,"毻",13
11142,"毼",13
11143,"氱",13
11144,"氲",13
11145,"湬",13
11146,"溍",13
11147,"溎",13
11148,"溏",13
11149,"源",13
11150,"溑",13
11151,"溒",13
11152,"溓",13
11153,"溔",13
11154,"溕",13
11155,"準",13
11156,"溗",13
11157,"溘",13
11158,"溙",13
11159,"溛",13
11160,"溜",13
11161,"溝",13
11162,"溟",13
11163,"溡",13
11164,"溢",13
11165,"溣",13
11166,"溤",13
11167,"溥",13
11168,"溦",13
11169,"溧",13
11170,"溨",13
11171,"溩",13
11172,"溪",13
11173,"溫",13
11174,"溬",13
11175,"溭",13
11176,"溮",13
11177,"溯",13
11178,"溰",13
11179,"溱",13
11180,"溳",13
11181,"溴",13
11182,"溵",13
11183,"溶",13
11184,"溷",13
11185,"溸",13
11186,"溹",13
11187,"溺",13
11188,"溻",13
11189,"溼",13
11190,"溽",13
11191,"溾",13
11192,"溿",13
11193,"滀",13
11194,"滂",13
11195,"滃",13
11196,"滄",13
11197,"滅",13
11198,"滆",13
11199,"滇",13
11200,"滈",13
11201,"滉",13
11202,"滊",13
11203,"滌",13
11204,"滍",13
11205,"滏",13
11206,"滐",13
11207,"滒",13
11208,"滓",13
11209,"滔",13
11210,"滖",13
11211,"滗",13
11212,"滘",13
11213,"滙",13
11214,"滚",13
11215,"滛",13
11216,"滜",13
11217,"滝",13
11218,"滟",13
11219,"滠",13
11220,"满",13
11221,"滢",13
11222,"滣",13
11223,"滤",13
11224,"滥",13
11225,"滦",13
11226,"滧",13
11227,"滨",13
11228,"滩",13
11229,"滪",13
11230,"滭",13
11231,"滶",13
11232,"漓",13
11233,"漠",13
11234,"漣",13
11235,"漨",13
11236,"漭",13
11237,"漷",13
11238,"煁",13
11239,"煂",13
11240,"煃",13
11241,"煄",13
11242,"煅",13
11243,"煆",13
11244,"煇",13
11245,"煈",13
11246,"煉",13
11247,"煊",13
11248,"煋",13
11249,"煌",13
11250,"煍",13
11251,"煎",13
11252,"煏",13
11253,"煒",13
11254,"煓",13
11255,"煔",13
11256,"煕",13
11257,"煖",13
11258,"煗",13
11259,"煘",13
11260,"煙",13
11261,"煜",13
11262,"煝",13
11263,"煞",13
11264,"煟",13
11265,"煠",13
11266,"煢",13
11267,"煣",13
11268,"煤",13
11269,"煥",13
11270,"煦",13
11271,"照",13
11272,"煨",13
11273,"煩",13
11274,"煪",13
11275,"煫",13
11276,"煬",13
11277,"煭",13
11278,"煯",13
11279,"煰",13
11280,"煲",13
11281,"煳",13
11282,"煴",13
11283,"煵",13
11284,"煶",13
11285,"煷",13
11286,"煸",13
11287,"煺",13
11288,"熍",13
11289,"熓",13
11290,"牃",13
11291,"牎",13
11292,"牏",13
11293,"牐",13
11294,"牑",13
11295,"牒",13
11296,"犌",13
11297,"犎",13
11298,"犏",13
11299,"犐",13
11300,"犑",13
11301,"献",13
11302,"猷",13
11303,"猺",13
11304,"猻",13
11305,"猼",13
11306,"猽",13
11307,"猿",13
11308,"獁",13
11309,"獂",13
11310,"獅",13
11311,"獆",13
11312,"獈",13
11313,"獉",13
11314,"獊",13
11315,"獏",13
11316,"獒",13
11317,"獓",13
11318,"琧",13
11319,"琾",13
11320,"琿",13
11321,"瑀",13
11322,"瑁",13
11323,"瑂",13
11324,"瑃",13
11325,"瑄",13
11326,"瑅",13
11327,"瑆",13
11328,"瑇",13
11329,"瑈",13
11330,"瑉",13
11331,"瑊",13
11332,"瑋",13
11333,"瑌",13
11334,"瑍",13
11335,"瑎",13
11336,"瑏",13
11337,"瑐",13
11338,"瑑",13
11339,"瑒",13
11340,"瑓",13
11341,"瑔",13
11342,"瑕",13
11343,"瑖",13
11344,"瑗",13
11345,"瑙",13
11346,"瑚",13
11347,"瑜",13
11348,"瑝",13
11349,"瑞",13
11350,"瑟",13
11351,"瑥",13
11352,"瑰",13
11353,"瑳",13
11354,"瑵",13
11355,"瓡",13
11356,"甂",13
11357,"甃",13
11358,"甄",13
11359,"甅",13
11360,"甆",13
11361,"甝",13
11362,"甞",13
11363,"畵",13
11364,"當",13
11365,"畷",13
11366,"畸",13
11367,"畹",13
11368,"畺",13
11369,"痬",13
11370,"痭",13
11371,"痮",13
11372,"痯",13
11373,"痰",13
11374,"痱",13
11375,"痲",13
11376,"痳",13
11377,"痴",13
11378,"痵",13
11379,"痶",13
11380,"痷",13
11381,"痸",13
11382,"痹",13
11383,"痺",13
11384,"痻",13
11385,"痼",13
11386,"痽",13
11387,"痿",13
11388,"瘀",13
11389,"瘁",13
11390,"瘂",13
11391,"瘃",13
11392,"瘄",13
11393,"瘅",13
11394,"瘆",13
11395,"瘏",13
11396,"瘐",13
11397,"瘑",13
11398,"瘔",13
11399,"皗",13
11400,"皘",13
11401,"皙",13
11402,"皵",13
11403,"盝",13
11404,"盞",13
11405,"盟",13
11406,"睒",13
11407,"睓",13
11408,"睔",13
11409,"睕",13
11410,"睖",13
11411,"睗",13
11412,"睘",13
11413,"睙",13
11414,"睚",13
11415,"睛",13
11416,"睜",13
11417,"睝",13
11418,"睞",13
11419,"睟",13
11420,"睠",13
11421,"睡",13
11422,"睢",13
11423,"督",13
11424,"睤",13
11425,"睥",13
11426,"睦",13
11427,"睧",13
11428,"睨",13
11429,"睩",13
11430,"睪",13
11431,"睫",13
11432,"睬",13
11433,"睭",13
11434,"睰",13
11435,"睷",13
11436,"睹",13
11437,"瞄",13
11438,"矠",13
11439,"矮",13
11440,"硸",13
11441,"硹",13
11442,"硺",13
11443,"硻",13
11444,"硼",13
11445,"硽",13
11446,"硾",13
11447,"硿",13
11448,"碀",13
11449,"碁",13
11450,"碂",13
11451,"碃",13
11452,"碄",13
11453,"碅",13
11454,"碆",13
11455,"碇",13
11456,"碈",13
11457,"碉",13
11458,"碊",13
11459,"碋",13
11460,"碌",13
11461,"碍",13
11462,"碎",13
11463,"碏",13
11464,"碐",13
11465,"碑",13
11466,"碒",13
11467,"碓",13
11468,"碔",13
11469,"碕",13
11470,"碖",13
11471,"碗",13
11472,"碘",13
11473,"碙",13
11474,"碚",13
11475,"碛",13
11476,"碜",13
11477,"碢",13
11478,"碤",13
11479,"碰",13
11480,"禀",13
11481,"禁",13
11482,"禈",13
11483,"禉",13
11484,"禊",13
11485,"禋",13
11486,"禌",13
11487,"禎",13
11488,"福",13
11489,"禐",13
11490,"禑",13
11491,"禒",13
11492,"禓",13
11493,"禔",13
11494,"禕",13
11495,"禖",13
11496,"禗",13
11497,"禘",13
11498,"禙",13
11499,"稏",13
11500,"稐",13
11501,"稑",13
11502,"稒",13
11503,"稓",13
11504,"稔",13
11505,"稕",13
11506,"稖",13
11507,"稗",13
11508,"稘",13
11509,"稙",13
11510,"稚",13
11511,"稛",13
11512,"稜",13
11513,"稝",13
11514,"稞",13
11515,"稟",13
11516,"稠",13
11517,"稡",13
11518,"稢",13
11519,"稣",13
11520,"稤",13
11521,"稥",13
11522,"窞",13
11523,"窟",13
11524,"窠",13
11525,"窡",13
11526,"窢",13
11527,"窣",13
11528,"窤",13
11529,"窥",13
11530,"窦",13
11531,"窧",13
11532,"窩",13
11533,"竨",13
11534,"竩",13
11535,"竪",13
11536,"筞",13
11537,"筟",13
11538,"筠",13
11539,"筡",13
11540,"筢",13
11541,"筣",13
11542,"筤",13
11543,"筦",13
11544,"筧",13
11545,"筨",13
11546,"筩",13
11547,"筪",13
11548,"筫",13
11549,"筭",13
11550,"筮",13
11551,"筯",13
11552,"筰",13
11553,"筱",13
11554,"筲",13
11555,"筴",13
11556,"筶",13
11557,"筷",13
11558,"筸",13
11559,"筹",13
11560,"筺",13
11561,"筻",13
11562,"筼",13
11563,"筽",13
11564,"签",13
11565,"筿",13
11566,"简",13
11567,"節",13
11568,"粮",13
11569,"粯",13
11570,"粰",13
11571,"粱",13
11572,"粲",13
11573,"粳",13
11574,"粴",13
11575,"粵",13
11576,"糀",13
11577,"絸",13
11578,"絹",13
11579,"絺",13
11580,"絻",13
11581,"絼",13
11582,"絿",13
11583,"綀",13
11584,"綂",13
11585,"綃",13
11586,"綄",13
11587,"綅",13
11588,"綆",13
11589,"綇",13
11590,"綈",13
11591,"綉",13
11592,"綊",13
11593,"綋",13
11594,"綌",13
11595,"綍",13
11596,"綏",13
11597,"綐",13
11598,"綑",13
11599,"綒",13
11600,"經",13
11601,"綔",13
11602,"綕",13
11603,"綗",13
11604,"綘",13
11605,"継",13
11606,"続",13
11607,"綛",13
11608,"綤",13
11609,"缚",13
11610,"缛",13
11611,"缜",13
11612,"缝",13
11613,"缞",13
11614,"缟",13
11615,"缠",13
11616,"缡",13
11617,"缢",13
11618,"缣",13
11619,"缤",13
11620,"罧",13
11621,"罨",13
11622,"罩",13
11623,"罪",13
11624,"罫",13
11625,"罬",13
11626,"罭",13
11627,"置",13
11628,"署",13
11629,"羣",13
11630,"群",13
11631,"羥",13
11632,"羦",13
11633,"羧",13
11634,"羨",13
11635,"義",13
11636,"羪",13
11637,"翜",13
11638,"翝",13
11639,"耡",13
11640,"耢",13
11641,"聕",13
11642,"聖",13
11643,"聗",13
11644,"聘",13
11645,"肄",13
11646,"肅",13
11647,"肆",13
11648,"腛",13
11649,"腜",13
11650,"腝",13
11651,"腞",13
11652,"腟",13
11653,"腠",13
11654,"腢",13
11655,"腣",13
11656,"腤",13
11657,"腥",13
11658,"腦",13
11659,"腧",13
11660,"腨",13
11661,"腩",13
11662,"腪",13
11663,"腫",13
11664,"腬",13
11665,"腭",13
11666,"腮",13
11667,"腯",13
11668,"腰",13
11669,"腲",13
11670,"腳",13
11671,"腵",13
11672,"腶",13
11673,"腷",13
11674,"腸",13
11675,"腹",13
11676,"腺",13
11677,"腻",13
11678,"腼",13
11679,"腽",13
11680,"腾",13
11681,"腿",13
11682,"膄",13
11683,"膇",13
11684,"舅",13
11685,"與",13
11686,"艀",13
11687,"艁",13
11688,"艂",13
11689,"艃",13
11690,"艄",13
11691,"艅",13
11692,"艆",13
11693,"艈",13
11694,"艉",13
11695,"蒑",13
11696,"蒒",13
11697,"蒓",13
11698,"蒔",13
11699,"蒕",13
11700,"蒖",13
11701,"蒗",13
11702,"蒘",13
11703,"蒙",13
11704,"蒚",13
11705,"蒛",13
11706,"蒜",13
11707,"蒝",13
11708,"蒞",13
11709,"蒟",13
11710,"蒠",13
11711,"蒡",13
11712,"蒣",13
11713,"蒤",13
11714,"蒥",13
11715,"蒦",13
11716,"蒧",13
11717,"蒨",13
11718,"蒩",13
11719,"蒪",13
11720,"蒬",13
11721,"蒭",13
11722,"蒮",13
11723,"蒯",13
11724,"蒰",13
11725,"蒱",13
11726,"蒲",13
11727,"蒳",13
11728,"蒴",13
11729,"蒵",13
11730,"蒶",13
11731,"蒷",13
11732,"蒸",13
11733,"蒹",13
11734,"蒺",13
11735,"蒻",13
11736,"蒼",13
11737,"蒽",13
11738,"蒿",13
11739,"蓀",13
11740,"蓁",13
11741,"蓂",13
11742,"蓄",13
11743,"蓅",13
11744,"蓆",13
11745,"蓉",13
11746,"蓊",13
11747,"蓋",13
11748,"蓌",13
11749,"蓍",13
11750,"蓎",13
11751,"蓏",13
11752,"蓐",13
11753,"蓑",13
11754,"蓒",13
11755,"蓓",13
11756,"蓔",13
11757,"蓕",13
11758,"蓖",13
11759,"蓗",13
11760,"蓘",13
11761,"蓙",13
11762,"蓛",13
11763,"蓜",13
11764,"蓝",13
11765,"蓞",13
11766,"蓟",13
11767,"蓠",13
11768,"蓡",13
11769,"蓢",13
11770,"蓣",13
11771,"蓤",13
11772,"蓥",13
11773,"蓦",13
11774,"蓧",13
11775,"蓨",13
11776,"蓩",13
11777,"蓪",13
11778,"蓫",13
11779,"蓬",13
11780,"蓮",13
11781,"蓽",13
11782,"蔀",13
11783,"蔭",13
11784,"蔯",13
11785,"蔱",13
11786,"虜",13
11787,"虞",13
11788,"號",13
11789,"虡",13
11790,"蛖",13
11791,"蛵",13
11792,"蛶",13
11793,"蛷",13
11794,"蛸",13
11795,"蛹",13
11796,"蛺",13
11797,"蛻",13
11798,"蛼",13
11799,"蛽",13
11800,"蛾",13
11801,"蛿",13
11802,"蜁",13
11803,"蜂",13
11804,"蜃",13
11805,"蜄",13
11806,"蜅",13
11807,"蜆",13
11808,"蜇",13
11809,"蜈",13
11810,"蜉",13
11811,"蜊",13
11812,"蜋",13
11813,"蜌",13
11814,"蜍",13
11815,"蜎",13
11816,"蜏",13
11817,"蜐",13
11818,"蜔",13
11819,"蜕",13
11820,"蜖",13
11821,"蜗",13
11822,"蜣",13
11823,"蜹",13
11824,"蝆",13
11825,"蝍",13
11826,"衘",13
11827,"衙",13
11828,"裊",13
11829,"裏",13
11830,"裔",13
11831,"裘",13
11832,"裚",13
11833,"裛",13
11834,"裝",13
11835,"裟",13
11836,"裠",13
11837,"裧",13
11838,"裨",13
11839,"裩",13
11840,"裪",13
11841,"裬",13
11842,"裭",13
11843,"裮",13
11844,"裯",13
11845,"裰",13
11846,"裱",13
11847,"裲",13
11848,"裶",13
11849,"裷",13
11850,"裸",13
11851,"裺",13
11852,"裼",13
11853,"裾",13
11854,"裿",13
11855,"褀",13
11856,"褂",13
11857,"褃",13
11858,"褄",13
11859,"褚",13
11860,"覅",13
11861,"覛",13
11862,"覜",13
11863,"觎",13
11864,"觜",13
11865,"觟",13
11866,"觠",13
11867,"觡",13
11868,"觢",13
11869,"解",13
11870,"觤",13
11871,"觥",13
11872,"触",13
11873,"觧",13
11874,"訾",13
11875,"訿",13
11876,"詡",13
11877,"詢",13
11878,"詣",13
11879,"詤",13
11880,"詥",13
11881,"試",13
11882,"詧",13
11883,"詨",13
11884,"詩",13
11885,"詪",13
11886,"詫",13
11887,"詬",13
11888,"詭",13
11889,"詮",13
11890,"詯",13
11891,"詰",13
11892,"話",13
11893,"該",13
11894,"詳",13
11895,"詴",13
11896,"詵",13
11897,"詶",13
11898,"詷",13
11899,"詸",13
11900,"詹",13
11901,"詺",13
11902,"詻",13
11903,"詼",13
11904,"詽",13
11905,"詾",13
11906,"詿",13
11907,"誀",13
11908,"誁",13
11909,"誂",13
11910,"誃",13
11911,"誄",13
11912,"誅",13
11913,"誆",13
11914,"誇",13
11915,"誈",13
11916,"誉",13
11917,"誊",13
11918,"誔",13
11919,"誕",13
11920,"誠",13
11921,"谨",13
11922,"谩",13
11923,"谪",13
11924,"谫",13
11925,"谬",13
11926,"谼",13
11927,"豊",13
11928,"豋",13
11929,"豢",13
11930,"豣",13
11931,"豤",13
11932,"豥",13
11933,"豦",13
11934,"貄",13
11935,"貅",13
11936,"貆",13
11937,"貇",13
11938,"貈",13
11939,"貉",13
11940,"貊",13
11941,"貲",13
11942,"賂",13
11943,"賃",13
11944,"賄",13
11945,"賅",13
11946,"賆",13
11947,"資",13
11948,"賈",13
11949,"賉",13
11950,"賊",13
11951,"賋",13
11952,"賌",13
11953,"賍",13
11954,"賎",13
11955,"赖",13
11956,"赗",13
11957,"赨",13
11958,"赩",13
11959,"赪",13
11960,"趌",13
11961,"趍",13
11962,"趎",13
11963,"趏",13
11964,"趐",13
11965,"趑",13
11966,"趒",13
11967,"趓",13
11968,"趔",13
11969,"跐",13
11970,"跟",13
11971,"跠",13
11972,"跡",13
11973,"跢",13
11974,"跣",13
11975,"跤",13
11976,"跥",13
11977,"跦",13
11978,"跧",13
11979,"跨",13
11980,"跩",13
11981,"跪",13
11982,"跫",13
11983,"跬",13
11984,"跭",13
11985,"跮",13
11986,"路",13
11987,"跰",13
11988,"跱",13
11989,"跲",13
11990,"跳",13
11991,"跴",13
11992,"跶",13
11993,"跷",13
11994,"跸",13
11995,"跹",13
11996,"跺",13
11997,"跻",13
11998,"躱",13
11999,"躲",13
12000,"躳",13
12001,"軭",13
12002,"軾",13
12003,"軿",13
12004,"輀",13
12005,"輁",13
12006,"輂",13
12007,"較",13
12008,"輄",13
12009,"輅",13
12010,"輆",13
12011,"輇",13
12012,"輈",13
12013,"載",13
12014,"輊",13
12015,"輋",13
12016,"輌",13
12017,"辏",13
12018,"辐",13
12019,"辑",13
12020,"辒",13
12021,"输",13
12022,"辔",13
12023,"辞",13
12024,"辟",13
12025,"辠",13
12026,"農",13
12027,"遘",13
12028,"遙",13
12029,"遚",13
12030,"遛",13
12031,"遜",13
12032,"遝",13
12033,"遞",13
12034,"遟",13
12035,"遠",13
12036,"遡",13
12037,"遢",13
12038,"遣",13
12039,"遤",13
12040,"遥",13
12041,"遨",13
12042,"遳",13
12043,"郌",13
12044,"郒",13
12045,"鄘",13
12046,"鄙",13
12047,"鄛",13
12048,"鄜",13
12049,"鄝",13
12050,"鄞",13
12051,"鄟",13
12052,"鄠",13
12053,"鄡",13
12054,"鄢",13
12055,"鄣",13
12056,"鄤",13
12057,"鄥",13
12058,"酧",13
12059,"酨",13
12060,"酩",13
12061,"酪",13
12062,"酫",13
12063,"酬",13
12064,"酭",13
12065,"酮",13
12066,"酯",13
12067,"酰",13
12068,"酱",13
12069,"鈮",13
12070,"鈯",13
12071,"鈰",13
12072,"鈱",13
12073,"鈲",13
12074,"鈳",13
12075,"鈴",13
12076,"鈵",13
12077,"鈶",13
12078,"鈷",13
12079,"鈸",13
12080,"鈹",13
12081,"鈺",13
12082,"鈻",13
12083,"鈼",13
12084,"鈽",13
12085,"鈾",13
12086,"鈿",13
12087,"鉀",13
12088,"鉁",13
12089,"鉂",13
12090,"鉃",13
12091,"鉄",13
12092,"鉆",13
12093,"鉇",13
12094,"鉈",13
12095,"鉉",13
12096,"鉊",13
12097,"鉋",13
12098,"鉌",13
12099,"鉍",13
12100,"鉎",13
12101,"鉏",13
12102,"鉐",13
12103,"鉑",13
12104,"鉒",13
12105,"鉓",13
12106,"鉔",13
12107,"鉕",13
12108,"鉖",13
12109,"鉗",13
12110,"鉘",13
12111,"鉙",13
12112,"鉚",13
12113,"鉛",13
12114,"鉜",13
12115,"鉝",13
12116,"鉞",13
12117,"鉟",13
12118,"鉠",13
12119,"鉡",13
12120,"鉢",13
12121,"鉣",13
12122,"鉤",13
12123,"鉥",13
12124,"鉦",13
12125,"鉧",13
12126,"鉨",13
12127,"鉩",13
12128,"鉪",13
12129,"鉫",13
12130,"鉬",13
12131,"鉭",13
12132,"鉮",13
12133,"鉰",13
12134,"鉱",13
12135,"鉲",13
12136,"鉳",13
12137,"鉴",13
12138,"銏",13
12139,"銰",13
12140,"锖",13
12141,"锗",13
12142,"锘",13
12143,"错",13
12144,"锚",13
12145,"锛",13
12146,"锜",13
12147,"锝",13
12148,"锞",13
12149,"锟",13
12150,"锠",13
12151,"锡",13
12152,"锢",13
12153,"锣",13
12154,"锤",13
12155,"锥",13
12156,"锦",13
12157,"锧",13
12158,"锨",13
12159,"锩",13
12160,"锪",13
12161,"锫",13
12162,"锬",13
12163,"锭",13
12164,"键",13
12165,"锯",13
12166,"锰",13
12167,"锱",13
12168,"锳",13
12169,"镻",13
12170,"閘",13
12171,"閙",13
12172,"閚",13
12173,"閛",13
12174,"閜",13
12175,"閝",13
12176,"閞",13
12177,"閟",13
12178,"閠",13
12179,"阖",13
12180,"阗",13
12181,"阘",13
12182,"阙",13
12183,"隚",13
12184,"際",13
12185,"障",13
12186,"隝",13
12187,"隟",13
12188,"隠",13
12189,"隡",13
12190,"雉",13
12191,"雊",13
12192,"雍",13
12193,"雎",13
12194,"雏",13
12195,"雴",13
12196,"雵",13
12197,"零",13
12198,"雷",13
12199,"雸",13
12200,"雹",13
12201,"雺",13
12202,"電",13
12203,"雼",13
12204,"雽",13
12205,"雾",13
12206,"靕",13
12207,"靖",13
12208,"靲",13
12209,"靳",13
12210,"靴",13
12211,"靵",13
12212,"靶",13
12213,"靷",13
12214,"靹",13
12215,"韪",13
12216,"韫",13
12217,"韴",13
12218,"韵",13
12219,"頉",13
12220,"頊",13
12221,"頋",13
12222,"頌",13
12223,"頍",13
12224,"頎",13
12225,"頏",13
12226,"預",13
12227,"頑",13
12228,"頒",13
12229,"頓",13
12230,"颐",13
12231,"频",13
12232,"颒",13
12233,"颓",13
12234,"颔",13
12235,"颕",13
12236,"颖",13
12237,"颫",13
12238,"颬",13
12239,"飔",13
12240,"飕",13
12241,"飬",13
12242,"飮",13
12243,"飱",13
12244,"飳",13
12245,"飴",13
12246,"飵",13
12247,"飶",13
12248,"飷",13
12249,"飹",13
12250,"飻",13
12251,"飼",13
12252,"飽",13
12253,"飾",13
12254,"飿",13
12255,"餀",13
12256,"馌",13
12257,"馍",13
12258,"馎",13
12259,"馏",13
12260,"馐",13
12261,"馚",13
12262,"馯",13
12263,"馰",13
12264,"馱",13
12265,"馲",13
12266,"馳",13
12267,"馴",13
12268,"馵",13
12269,"馺",13
12270,"骜",13
12271,"骝",13
12272,"骞",13
12273,"骟",13
12274,"骯",13
12275,"骰",13
12276,"骱",13
12277,"髡",13
12278,"髢",13
12279,"鬾",13
12280,"鬿",13
12281,"魀",13
12282,"魁",13
12283,"魂",13
12284,"魛",13
12285,"魜",13
12286,"魝",13
12287,"魞",13
12288,"鲄",13
12289,"鲅",13
12290,"鲆",13
12291,"鲇",13
12292,"鲈",13
12293,"鲉",13
12294,"鲊",13
12295,"鲋",13
12296,"鲌",13
12297,"鲍",13
12298,"鲎",13
12299,"鲏",13
12300,"鲐",13
12301,"鳧",13
12302,"鳨",13
12303,"鳩",13
12304,"鳪",13
12305,"鳫",13
12306,"鳭",13
12307,"鳮",13
12308,"鳯",13
12309,"鳰",13
12310,"鹉",13
12311,"鹊",13
12312,"鹋",13
12313,"鹌",13
12314,"鹍",13
12315,"鹎",13
12316,"鹏",13
12317,"鹐",13
12318,"鹑",13
12319,"鹒",13
12320,"鹓",13
12321,"鹔",13
12322,"麀",13
12323,"麁",13
12324,"麂",13
12325,"黽",13
12326,"鼌",13
12327,"鼓",13
12328,"鼔",13
12329,"鼠",13
12330,"鼡",13
12331,"龃",13
12332,"龄",13
12333,"龅",13
12334,"龆",13
12335,"僊",14
12336,"僎",14
12337,"僐",14
12338,"僑",14
12339,"僒",14
12340,"僓",14
12341,"僔",14
12342,"僕",14
12343,"僖",14
12344,"僗",14
12345,"僘",14
12346,"僚",14
12347,"僛",14
12348,"僜",14
12349,"僝",14
12350,"僞",14
12351,"僟",14
12352,"僠",14
12353,"僡",14
12354,"僢",14
12355,"僣",14
12356,"僤",14
12357,"僥",14
12358,"僦",14
12359,"僧",14
12360,"僨",14
12361,"僩",14
12362,"僪",14
12363,"僫",14
12364,"僬",14
12365,"僭",14
12366,"僮",14
12367,"僯",14
12368,"僰",14
12369,"僱",14
12370,"僲",14
12371,"僳",14
12372,"僴",14
12373,"僷",14
12374,"儆",14
12375,"兢",14
12376,"冩",14
12377,"凘",14
12378,"凳",14
12379,"凴",14
12380,"劀",14
12381,"劁",14
12382,"劂",14
12383,"劃",14
12384,"劄",14
12385,"勥",14
12386,"勨",14
12387,"勩",14
12388,"勪",14
12389,"勫",14
12390,"勬",14
12391,"勭",14
12392,"勱",14
12393,"匰",14
12394,"匱",14
12395,"匲",14
12396,"厬",14
12397,"厭",14
12398,"厮",14
12399,"厯",14
12400,"厰",14
12401,"厲",14
12402,"叆",14
12403,"嗺",14
12404,"嗻",14
12405,"嗽",14
12406,"嗾",14
12407,"嗿",14
12408,"嘀",14
12409,"嘁",14
12410,"嘂",14
12411,"嘃",14
12412,"嘄",14
12413,"嘆",14
12414,"嘇",14
12415,"嘈",14
12416,"嘉",14
12417,"嘊",14
12418,"嘋",14
12419,"嘌",14
12420,"嘍",14
12421,"嘎",14
12422,"嘏",14
12423,"嘐",14
12424,"嘑",14
12425,"嘒",14
12426,"嘓",14
12427,"嘔",14
12428,"嘕",14
12429,"嘖",14
12430,"嘗",14
12431,"嘘",14
12432,"嘙",14
12433,"嘚",14
12434,"嘛",14
12435,"嘜",14
12436,"嘝",14
12437,"嘞",14
12438,"嘡",14
12439,"嘢",14
12440,"嘣",14
12441,"嘤",14
12442,"嘥",14
12443,"嘦",14
12444,"嘧",14
12445,"嘨",14
12446,"噉",14
12447,"噑",14
12448,"圖",14
12449,"圗",14
12450,"團",14
12451,"圙",14
12452,"塲",14
12453,"塴",14
12454,"塵",14
12455,"塶",14
12456,"塷",14
12457,"塸",14
12458,"塹",14
12459,"塺",14
12460,"塼",14
12461,"塽",14
12462,"塾",14
12463,"塿",14
12464,"墁",14
12465,"墂",14
12466,"境",14
12467,"墄",14
12468,"墅",14
12469,"墆",14
12470,"墇",14
12471,"墈",14
12472,"墉",14
12473,"墊",14
12474,"墋",14
12475,"墌",14
12476,"墍",14
12477,"墏",14
12478,"墐",14
12479,"墑",14
12480,"墒",14
12481,"墔",14
12482,"墕",14
12483,"墖",14
12484,"増",14
12485,"墘",14
12486,"墙",14
12487,"墚",14
12488,"墛",14
12489,"墜",14
12490,"墬",14
12491,"墭",14
12492,"墮",14
12493,"墴",14
12494,"墸",14
12495,"壽",14
12496,"夐",14
12497,"夣",14
12498,"夤",14
12499,"夥",14
12500,"奧",14
12501,"奨",14
12502,"奩",14
12503,"奪",14
12504,"奬",14
12505,"嫕",14
12506,"嫖",14
12507,"嫗",14
12508,"嫘",14
12509,"嫙",14
12510,"嫚",14
12511,"嫛",14
12512,"嫜",14
12513,"嫝",14
12514,"嫞",14
12515,"嫠",14
12516,"嫡",14
12517,"嫢",14
12518,"嫣",14
12519,"嫤",14
12520,"嫥",14
12521,"嫦",14
12522,"嫧",14
12523,"嫨",14
12524,"嫩",14
12525,"嫪",14
12526,"嫬",14
12527,"嫭",14
12528,"嫮",14
12529,"嫰",14
12530,"嫱",14
12531,"嫲",14
12532,"嫳",14
12533,"嫷",14
12534,"嫹",14
12535,"孵",14
12536,"孷",14
12537,"察",14
12538,"寠",14
12539,"寡",14
12540,"寢",14
12541,"寣",14
12542,"寤",14
12543,"寥",14
12544,"實",14
12545,"寧",14
12546,"寨",14
12547,"寬",14
12548,"對",14
12549,"尡",14
12550,"屢",14
12551,"屣",14
12552,"嵷",14
12553,"嵸",14
12554,"嵺",14
12555,"嵻",14
12556,"嵼",14
12557,"嵽",14
12558,"嵾",14
12559,"嵿",14
12560,"嶀",14
12561,"嶁",14
12562,"嶂",14
12563,"嶃",14
12564,"嶄",14
12565,"嶆",14
12566,"嶇",14
12567,"嶈",14
12568,"嶉",14
12569,"嶊",14
12570,"嶋",14
12571,"嶌",14
12572,"嶍",14
12573,"嶎",14
12574,"嶐",14
12575,"嶞",14
12576,"巰",14
12577,"幑",14
